Agent ID,Agent Name,Agent Type,taxonomy ID,txonomy level,Lineage,Agent properties,HAMAP,Viralzone,GOLD
Influenzavirus A influenza A virus H6N8 subtype A/Chicken/New York/13237/98,Influenzavirus A influenza A virus H6N8 subtype A/Chicken/New York/13237/98,Virus,333224,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/316""> H6N8 subtype</a>, <a href=""/agents/317""> A/Chicken/New York/13237/98</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N2 subtype A/Avian/New York/273874/03,Influenzavirus A influenza A virus H7N2 subtype A/Avian/New York/273874/03,Virus,119214,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/318""> H7N2 subtype</a>, <a href=""/agents/319""> A/Avian/New York/273874/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N2 subtype A/Chicken/Delaware/296763/04,Influenzavirus A influenza A virus H7N2 subtype A/Chicken/Delaware/296763/04,Virus,119214,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/318""> H7N2 subtype</a>, <a href=""/agents/320""> A/Chicken/Delaware/296763/04</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N2 subtype A/Chicken/NJ/294598-12/04,Influenzavirus A influenza A virus H7N2 subtype A/Chicken/NJ/294598-12/04,Virus,119214,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/318""> H7N2 subtype</a>, <a href=""/agents/321""> A/Chicken/NJ/294598-12/04</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N2 subtype A/New York/107/03,Influenzavirus A influenza A virus H7N2 subtype A/New York/107/03,Virus,519082,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/318""> H7N2 subtype</a>, <a href=""/agents/322""> A/New York/107/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N2 subtype A/Turkey/Virginia/4529/02,Influenzavirus A influenza A virus H7N2 subtype A/Turkey/Virginia/4529/02,Virus,119214,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/318""> H7N2 subtype</a>, <a href=""/agents/323""> A/Turkey/Virginia/4529/02</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/219/03,Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/219/03,Virus,680693,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/324""> H7N7 subtype</a>, <a href=""/agents/325""> A/Netherlands/219/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/230/03,Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/230/03,Virus,119218,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/324""> H7N7 subtype</a>, <a href=""/agents/326""> A/Netherlands/230/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/231/03,Influenzavirus A influenza A virus H7N7 subtype A/Netherlands/231/03,Virus,119218,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/324""> H7N7 subtype</a>, <a href=""/agents/327""> A/Netherlands/231/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/FY20/99,Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/FY20/99,Virus,138805,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/329""> A/Chicken/Hong Kong/FY20/99</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/G9/97,Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/G9/97,Virus,1342394,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/330""> A/Chicken/Hong Kong/G9/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/SF3/99,Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Hong Kong/SF3/99,Virus,102796,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/331""> A/Chicken/Hong Kong/SF3/99</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Korea/96323/96,Influenzavirus A influenza A virus H9N2 subtype A/Chicken/Korea/96323/96,Virus,97358,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/332""> A/Chicken/Korea/96323/96</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Chicken/New Jersey/12220/97,Influenzavirus A influenza A virus H9N2 subtype A/Chicken/New Jersey/12220/97,Virus,680745,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/333""> A/Chicken/New Jersey/12220/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Duck/Hong Kong/Y280/97,Influenzavirus A influenza A virus H9N2 subtype A/Duck/Hong Kong/Y280/97,Virus,97350,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/334""> A/Duck/Hong Kong/Y280/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Goose/Minnesota/5773/80,Influenzavirus A influenza A virus H9N2 subtype A/Goose/Minnesota/5773/80,Virus,102796,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/336""> A/Goose/Minnesota/5773/80</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Hong Kong/1073/99,Influenzavirus A influenza A virus H9N2 subtype A/Hong Kong/1073/99,Virus,130760,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/337""> A/Hong Kong/1073/99</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=80892"" target=""_new"">80892</a></p>]"
Influenzavirus A influenza A virus H9N2 subtype A/Hong Kong/2108/03,Influenzavirus A influenza A virus H9N2 subtype A/Hong Kong/2108/03,Virus,354226,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/338""> A/Hong Kong/2108/03</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Pheasant/Wisconsin/1780/8,Influenzavirus A influenza A virus H9N2 subtype A/Pheasant/Wisconsin/1780/8,Virus,102796,1,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/339""> A/Pheasant/Wisconsin/1780/8</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Influenzavirus A influenza A virus H9N2 subtype A/Quail/Hong Kong/G1/97,Influenzavirus A influenza A virus H9N2 subtype A/Quail/Hong Kong/G1/97,Virus,97352,0,"[<a href=""/agents/232""> Influenzavirus A</a>, <a href=""/agents/233""> influenza A virus</a>, <a href=""/agents/328""> H9N2 subtype</a>, <a href=""/agents/340""> A/Quail/Hong Kong/G1/97</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
